base_au_rank,base_au_id,au_id,site_series_id,site_series_label,site_series_split_applied,site_series_split_threshold,base_au_area_share_for_split,source_fragment_count,forest_cover_id_count,covered_area_ha,covered_area_share,base_au_area_ha,base_au_area_share,base_au_cumulative_area_share,site_series_share_of_base_au
47,cwh_dm_x_hw_ep,cwh_dm_x_hw_ep,ss01,Hw - Flatmoss (01),False,0.04,0.0,1,1,1.6837500328295534,0.00034999011304553463,4.872421626570843,0.0010127984336387925,0.9950733351600209,0.34556739171494033
48,cwh_vm_1_dr_act,cwh_vm_1_dr_act,ss07,BaCw - Salmonberry (07),False,0.04,0.0,2,1,3.0929338743476156,0.0006429079466778943,3.0929338743476156,0.0006429079466778943,0.9957162431066987,1.0
49,cwh_vm_2_hm_ba,cwh_vm_2_hm_ba,ss02,FdPl - Cladina (02),False,0.04,0.0,1,1,2.8659882550217013,0.00059573424427886,2.8659882550217013,0.00059573424427886,0.9963119773509777,1.0
50,cwh_dm_x_fdc_act,cwh_dm_x_fdc_act,ss05,Cw - Swordfern (05),False,0.04,0.0,2,2,2.4293896483198973,0.000504981345846367,2.4293896483198973,0.000504981345846367,0.996816958696824,1.0
51,cwh_vm_2_hw_dr,cwh_vm_2_hw_dr,ss07,BaCw - Salmonberry (07),False,0.04,0.0,3,1,1.426968060302189,0.00029661452293975243,2.365513278170702,0.000491703782328292,0.9973086624791522,0.6032382373290636
51,cwh_vm_2_hw_dr,cwh_vm_2_hw_dr,ss01,HwBa - Blueberry (01),False,0.04,0.0,2,1,0.9385452178685129,0.00019508925938853958,2.365513278170702,0.000491703782328292,0.9973086624791522,0.39676176267093644
52,cwh_vm_2_hw_x,cwh_vm_2_hw_x,ss05,Cw - Swordfern (05),False,0.04,0.0,1,1,2.0032083804926244,0.00041639383155002375,2.0032083804926244,0.00041639383155002375,0.9977250563107022,1.0
53,cwh_dm_x_act_x,cwh_dm_x_act_x,ss07,Cw - Foamflower (07),False,0.04,0.0,2,1,1.141845755805638,0.00023734801328163322,1.8808347881305458,0.0003909568328331675,0.9981160131435354,0.6070951914604763
53,cwh_dm_x_act_x,cwh_dm_x_act_x,ss05,Cw - Swordfern (05),False,0.04,0.0,1,1,0.7389890323249076,0.00015360881955153423,1.8808347881305458,0.0003909568328331675,0.9981160131435354,0.39290480853952364
54,cwh_vm_1_dr_fdc,cwh_vm_1_dr_fdc,ss05,BaCw - Foamflower (05),False,0.04,0.0,1,1,1.870053715607426,0.00038871584176112704,1.870053715607426,0.00038871584176112704,0.9985047289852965,1.0
55,cwh_dm_x_cw_bg,cwh_dm_x_cw_bg,ss07,Cw - Foamflower (07),False,0.04,0.0,2,1,1.6013560744287814,0.0003328634195027322,1.6013560744287814,0.0003328634195027322,0.9988375924047992,1.0
56,cwh_dm_x_cw_x,cwh_dm_x_cw_x,ss02,FdPl - Cladina (02),False,0.04,0.0,2,1,1.420063171142738,0.00029517924876581704,1.420063171142738,0.00029517924876581704,0.999132771653565,1.0
57,cwh_dm_x_x_x,cwh_dm_x_x_x,ss01,Hw - Flatmoss (01),False,0.04,0.0,2,1,0.8782700894823469,0.00018256026245527338,1.3220011657359652,0.00027479574071022275,0.9994075673942752,0.6643489523652645
57,cwh_dm_x_x_x,cwh_dm_x_x_x,ss05,Cw - Swordfern (05),False,0.04,0.0,3,2,0.44373107625361835,9.223547825494942e-05,1.3220011657359652,0.00027479574071022275,0.9994075673942752,0.3356510476347355
58,cwh_dm_x_mb_dr,cwh_dm_x_mb_dr,ss07,Cw - Foamflower (07),False,0.04,0.0,1,1,1.0569963142940255,0.00021971091451549713,1.0569963142940255,0.00021971091451549713,0.9996272783087907,1.0
59,cwh_vm_2_x_x,cwh_vm_2_x_x,ss05,Cw - Swordfern (05),False,0.04,0.0,1,1,0.857486106673561,0.00017824003180882811,0.857486106673561,0.00017824003180882811,0.9998055183405996,1.0
60,cwh_dm_x_act_fdc,cwh_dm_x_act_fdc,ss01,Hw - Flatmoss (01),False,0.04,0.0,1,1,0.48521557854964037,0.0001008585905727695,0.48521557854964037,0.0001008585905727695,0.9999063769311723,1.0
61,cwh_vm_1_cw_x,cwh_vm_1_cw_x,ss14,CwSs - Skunk cabbage (14),False,0.04,0.0,1,1,0.4504065667450379,9.362306882728637e-05,0.4504065667450379,9.362306882728637e-05,0.9999999999999997,1.0
