TRACK,OFFSET,NEXTAGE,CYCLE,status,au,auf,oper,ct,aux
1093,0,0,0,C,546,2013,Operable,Y,546
1094,0,0,0,C,2013,2013,Operable,Y,546
1096,0,0,0,C,thn_2013,2013,Operable,Y,546
1095,0,0,0,C,thn_546,2013,Operable,Y,546
1097,0,0,0,N,619,619,Reserve,N,619
1098,0,0,0,N,633,2013,Operable,Y,633
1099,0,0,0,C,633,2013,Operable,Y,633
1100,0,0,0,C,2013,2013,Operable,Y,633
1102,0,0,0,C,thn_2013,2013,Operable,Y,633
1101,0,0,0,C,thn_633,2013,Operable,Y,633
1103,0,0,0,N,709,2013,Operable,Y,709
1104,0,0,0,C,709,2013,Operable,Y,709
1105,0,0,0,C,2013,2013,Operable,Y,709
1107,0,0,0,C,thn_2013,2013,Operable,Y,709
1106,0,0,0,C,thn_709,2013,Operable,Y,709
1108,0,0,0,N,776,2013,Operable,Y,776
1109,0,0,0,C,776,2013,Operable,Y,776
1110,0,0,0,C,2013,2013,Operable,Y,776
1112,0,0,0,C,thn_2013,2013,Operable,Y,776
1111,0,0,0,C,thn_776,2013,Operable,Y,776
1113,0,0,0,N,2101,900,Reserve,N,2101
1114,0,0,0,N,2101,1005,Reserve,N,2101
1115,0,0,0,N,1021,2013,Low Operability,N,1021
1116,0,0,0,C,1021,2013,Low Operability,N,1021
1117,0,0,0,C,2013,2013,Low Operability,N,1021
1118,0,0,0,N,1030,2003,Operable,Y,1030
1119,0,0,0,C,1030,2003,Operable,Y,1030
1120,0,0,0,C,2003,2003,Operable,Y,1030
1122,0,0,0,C,thn_2003,2003,Operable,Y,1030
1121,0,0,0,C,thn_1030,2003,Operable,Y,1030
1123,0,0,0,N,1030,1030,Reserve,N,1030
1124,0,0,0,N,142,2003,Operable,Y,142
1125,0,0,0,C,142,2003,Operable,Y,142
1126,0,0,0,C,2003,2003,Operable,Y,142
1128,0,0,0,C,thn_2003,2003,Operable,Y,142
1127,0,0,0,C,thn_142,2003,Operable,Y,142
1129,0,0,0,N,237,2003,Operable,Y,237
1130,0,0,0,C,237,2003,Operable,Y,237
1131,0,0,0,C,2003,2003,Operable,Y,237
1133,0,0,0,C,thn_2003,2003,Operable,Y,237
1132,0,0,0,C,thn_237,2003,Operable,Y,237
1134,0,0,0,N,573,2023,Low Operability,N,573
1135,0,0,0,C,573,2023,Low Operability,N,573
1136,0,0,0,C,2023,2023,Low Operability,N,573
1137,0,0,0,N,704,2013,Operable,Y,704
1138,0,0,0,C,704,2013,Operable,Y,704
1139,0,0,0,C,2013,2013,Operable,Y,704
1141,0,0,0,C,thn_2013,2013,Operable,Y,704
1140,0,0,0,C,thn_704,2013,Operable,Y,704
1142,0,0,0,N,780,2013,Operable,Y,780
1143,0,0,0,C,780,2013,Operable,Y,780
1144,0,0,0,C,2013,2013,Operable,Y,780
1146,0,0,0,C,thn_2013,2013,Operable,Y,780
1145,0,0,0,C,thn_780,2013,Operable,Y,780
1147,0,0,0,N,211,2023,Operable,Y,211
1148,0,0,0,C,211,2023,Operable,Y,211
1149,0,0,0,C,2023,2023,Operable,Y,211
1151,0,0,0,C,thn_2023,2023,Operable,Y,211
1150,0,0,0,C,thn_211,2023,Operable,Y,211
1152,0,0,0,N,561,2013,Low Operability,N,561
1153,0,0,0,C,561,2013,Low Operability,N,561
1154,0,0,0,C,2013,2013,Low Operability,N,561
1155,0,0,0,N,874,2013,Operable,Y,874
1156,0,0,0,C,874,2013,Operable,Y,874
1157,0,0,0,C,2013,2013,Operable,Y,874
1159,0,0,0,C,thn_2013,2013,Operable,Y,874
1158,0,0,0,C,thn_874,2013,Operable,Y,874
1160,0,0,0,N,528,2013,Operable,Y,528
1161,0,0,0,C,528,2013,Operable,Y,528
1162,0,0,0,C,2013,2013,Operable,Y,528
1164,0,0,0,C,thn_2013,2013,Operable,Y,528
1163,0,0,0,C,thn_528,2013,Operable,Y,528
1165,0,0,0,N,99,2013,Operable,Y,99
1166,0,0,0,C,99,2013,Operable,Y,99
1167,0,0,0,C,2013,2013,Operable,Y,99
1169,0,0,0,C,thn_2013,2013,Operable,Y,99
1168,0,0,0,C,thn_99,2013,Operable,Y,99
1170,0,0,0,N,223,2013,Operable,Y,223
1171,0,0,0,C,223,2013,Operable,Y,223
1172,0,0,0,C,2013,2013,Operable,Y,223
1174,0,0,0,C,thn_2013,2013,Operable,Y,223
1173,0,0,0,C,thn_223,2013,Operable,Y,223
1175,0,0,0,N,279,2003,Operable,Y,279
1176,0,0,0,C,279,2003,Operable,Y,279
1177,0,0,0,C,2003,2003,Operable,Y,279
1179,0,0,0,C,thn_2003,2003,Operable,Y,279
1178,0,0,0,C,thn_279,2003,Operable,Y,279
1180,0,0,0,N,324,2013,Operable,Y,324
1181,0,0,0,C,324,2013,Operable,Y,324
1182,0,0,0,C,2013,2013,Operable,Y,324
1184,0,0,0,C,thn_2013,2013,Operable,Y,324
1183,0,0,0,C,thn_324,2013,Operable,Y,324
1185,0,0,0,N,778,2013,Operable,Y,778
1186,0,0,0,C,778,2013,Operable,Y,778
1187,0,0,0,C,2013,2013,Operable,Y,778
1189,0,0,0,C,thn_2013,2013,Operable,Y,778
1188,0,0,0,C,thn_778,2013,Operable,Y,778
1190,0,0,0,N,861,2013,Operable,Y,861
1191,0,0,0,C,861,2013,Operable,Y,861
1192,0,0,0,C,2013,2013,Operable,Y,861
1194,0,0,0,C,thn_2013,2013,Operable,Y,861
1193,0,0,0,C,thn_861,2013,Operable,Y,861
1195,0,0,0,N,789,2003,Operable,Y,789
1196,0,0,0,C,789,2003,Operable,Y,789
1197,0,0,0,C,2003,2003,Operable,Y,789
1199,0,0,0,C,thn_2003,2003,Operable,Y,789
1198,0,0,0,C,thn_789,2003,Operable,Y,789
1200,0,0,0,N,242,2013,Operable,Y,242
1201,0,0,0,C,242,2013,Operable,Y,242
1202,0,0,0,C,2013,2013,Operable,Y,242
1204,0,0,0,C,thn_2013,2013,Operable,Y,242
1203,0,0,0,C,thn_242,2013,Operable,Y,242
1205,0,0,0,N,322,2003,Operable,Y,322
1206,0,0,0,C,322,2003,Operable,Y,322
1207,0,0,0,C,2003,2003,Operable,Y,322
1209,0,0,0,C,thn_2003,2003,Operable,Y,322
1208,0,0,0,C,thn_322,2003,Operable,Y,322
1210,0,0,0,N,715,2013,Operable,Y,715
1211,0,0,0,C,715,2013,Operable,Y,715
1212,0,0,0,C,2013,2013,Operable,Y,715
1214,0,0,0,C,thn_2013,2013,Operable,Y,715
1213,0,0,0,C,thn_715,2013,Operable,Y,715
1215,0,0,0,N,779,2013,Operable,Y,779
1216,0,0,0,C,779,2013,Operable,Y,779
1217,0,0,0,C,2013,2013,Operable,Y,779
1219,0,0,0,C,thn_2013,2013,Operable,Y,779
1218,0,0,0,C,thn_779,2013,Operable,Y,779
1220,0,0,0,N,812,2003,Operable,Y,812
1221,0,0,0,C,812,2003,Operable,Y,812
1222,0,0,0,C,2003,2003,Operable,Y,812
1224,0,0,0,C,thn_2003,2003,Operable,Y,812
1223,0,0,0,C,thn_812,2003,Operable,Y,812
1225,0,0,0,N,895,895,Reserve,N,895
1226,0,0,0,N,951,2003,Operable,Y,951
1227,0,0,0,C,951,2003,Operable,Y,951
1228,0,0,0,C,2003,2003,Operable,Y,951
1230,0,0,0,C,thn_2003,2003,Operable,Y,951
1229,0,0,0,C,thn_951,2003,Operable,Y,951
1231,0,0,0,N,306,2003,Operable,Y,306
1232,0,0,0,C,306,2003,Operable,Y,306
1233,0,0,0,C,2003,2003,Operable,Y,306
1235,0,0,0,C,thn_2003,2003,Operable,Y,306
1234,0,0,0,C,thn_306,2003,Operable,Y,306
1236,0,0,0,N,401,2003,Low Operability,N,401
1237,0,0,0,C,401,2003,Low Operability,N,401
1238,0,0,0,C,2003,2003,Low Operability,N,401
1239,0,0,0,N,463,2023,Low Operability,N,463
1240,0,0,0,C,463,2023,Low Operability,N,463
1241,0,0,0,C,2023,2023,Low Operability,N,463
1242,0,0,0,N,571,2023,Operable,Y,571
1243,0,0,0,C,571,2023,Operable,Y,571
1244,0,0,0,C,2023,2023,Operable,Y,571
1246,0,0,0,C,thn_2023,2023,Operable,Y,571
1245,0,0,0,C,thn_571,2023,Operable,Y,571
1247,0,0,0,N,600,2023,Operable,Y,600
1248,0,0,0,C,600,2023,Operable,Y,600
1249,0,0,0,C,2023,2023,Operable,Y,600
1251,0,0,0,C,thn_2023,2023,Operable,Y,600
1250,0,0,0,C,thn_600,2023,Operable,Y,600
1252,0,0,0,N,772,772,Reserve,N,772
1253,0,0,0,N,879,879,Reserve,N,879
1254,0,0,0,N,953,2003,Operable,Y,953
1255,0,0,0,C,953,2003,Operable,Y,953
1256,0,0,0,C,2003,2003,Operable,Y,953
1258,0,0,0,C,thn_2003,2003,Operable,Y,953
1257,0,0,0,C,thn_953,2003,Operable,Y,953
1259,0,0,0,N,235,2003,Operable,Y,235
1260,0,0,0,C,235,2003,Operable,Y,235
1261,0,0,0,C,2003,2003,Operable,Y,235
1263,0,0,0,C,thn_2003,2003,Operable,Y,235
1262,0,0,0,C,thn_235,2003,Operable,Y,235
1264,0,0,0,N,374,2003,Operable,Y,374
1265,0,0,0,C,374,2003,Operable,Y,374
1266,0,0,0,C,2003,2003,Operable,Y,374
1268,0,0,0,C,thn_2003,2003,Operable,Y,374
1267,0,0,0,C,thn_374,2003,Operable,Y,374
1269,0,0,0,N,784,2023,Operable,Y,784
1270,0,0,0,C,784,2023,Operable,Y,784
1271,0,0,0,C,2023,2023,Operable,Y,784
1273,0,0,0,C,thn_2023,2023,Operable,Y,784
1272,0,0,0,C,thn_784,2023,Operable,Y,784
1274,0,0,0,N,818,2003,Operable,Y,818
1275,0,0,0,C,818,2003,Operable,Y,818
1276,0,0,0,C,2003,2003,Operable,Y,818
1278,0,0,0,C,thn_2003,2003,Operable,Y,818
1277,0,0,0,C,thn_818,2003,Operable,Y,818
1279,0,0,0,N,881,2013,Operable,Y,881
1280,0,0,0,C,881,2013,Operable,Y,881
1281,0,0,0,C,2013,2013,Operable,Y,881
1283,0,0,0,C,thn_2013,2013,Operable,Y,881
1282,0,0,0,C,thn_881,2013,Operable,Y,881
1284,0,0,0,N,950,2003,Operable,Y,950
1285,0,0,0,C,950,2003,Operable,Y,950
1286,0,0,0,C,2003,2003,Operable,Y,950
1288,0,0,0,C,thn_2003,2003,Operable,Y,950
1287,0,0,0,C,thn_950,2003,Operable,Y,950
1289,0,0,0,N,958,2003,Operable,Y,958
1290,0,0,0,C,958,2003,Operable,Y,958
1291,0,0,0,C,2003,2003,Operable,Y,958
1293,0,0,0,C,thn_2003,2003,Operable,Y,958
1292,0,0,0,C,thn_958,2003,Operable,Y,958
1294,0,0,0,N,969,2003,Operable,Y,969
1295,0,0,0,C,969,2003,Operable,Y,969
1296,0,0,0,C,2003,2003,Operable,Y,969
1298,0,0,0,C,thn_2003,2003,Operable,Y,969
1297,0,0,0,C,thn_969,2003,Operable,Y,969
1299,0,0,0,N,76,2023,Operable,Y,76
1300,0,0,0,C,76,2023,Operable,Y,76
1301,0,0,0,C,2023,2023,Operable,Y,76
1303,0,0,0,C,thn_2023,2023,Operable,Y,76
1302,0,0,0,C,thn_76,2023,Operable,Y,76
1304,0,0,0,N,125,2013,Operable,Y,125
1305,0,0,0,C,125,2013,Operable,Y,125
1306,0,0,0,C,2013,2013,Operable,Y,125
1308,0,0,0,C,thn_2013,2013,Operable,Y,125
1307,0,0,0,C,thn_125,2013,Operable,Y,125
1309,0,0,0,N,491,2003,Low Operability,N,491
1310,0,0,0,C,491,2003,Low Operability,N,491
1311,0,0,0,C,2003,2003,Low Operability,N,491
1312,0,0,0,N,502,2013,Low Operability,N,502
1313,0,0,0,C,502,2013,Low Operability,N,502
1314,0,0,0,C,2013,2013,Low Operability,N,502
1315,0,0,0,N,775,2013,Operable,Y,775
1316,0,0,0,C,775,2013,Operable,Y,775
1317,0,0,0,C,2013,2013,Operable,Y,775
1319,0,0,0,C,thn_2013,2013,Operable,Y,775
1318,0,0,0,C,thn_775,2013,Operable,Y,775
1320,0,0,0,N,668,668,Reserve,N,668
1321,0,0,0,N,2111,865,Reserve,N,2111
1322,0,0,0,N,369,2003,Operable,Y,369
1323,0,0,0,C,369,2003,Operable,Y,369
1324,0,0,0,C,2003,2003,Operable,Y,369
1326,0,0,0,C,thn_2003,2003,Operable,Y,369
1325,0,0,0,C,thn_369,2003,Operable,Y,369
1327,0,0,0,N,799,2023,Operable,Y,799
1328,0,0,0,C,799,2023,Operable,Y,799
1329,0,0,0,C,2023,2023,Operable,Y,799
1331,0,0,0,C,thn_2023,2023,Operable,Y,799
1330,0,0,0,C,thn_799,2023,Operable,Y,799
1332,0,0,0,N,992,2003,Operable,Y,992
1333,0,0,0,C,992,2003,Operable,Y,992
1334,0,0,0,C,2003,2003,Operable,Y,992
1336,0,0,0,C,thn_2003,2003,Operable,Y,992
1335,0,0,0,C,thn_992,2003,Operable,Y,992
1337,0,0,0,N,1018,2013,Operable,Y,1018
1338,0,0,0,C,1018,2013,Operable,Y,1018
1339,0,0,0,C,2013,2013,Operable,Y,1018
1341,0,0,0,C,thn_2013,2013,Operable,Y,1018
1340,0,0,0,C,thn_1018,2013,Operable,Y,1018
1342,0,0,0,N,64,2003,Operable,Y,64
1343,0,0,0,C,64,2003,Operable,Y,64
1344,0,0,0,C,2003,2003,Operable,Y,64
1346,0,0,0,C,thn_2003,2003,Operable,Y,64
1345,0,0,0,C,thn_64,2003,Operable,Y,64
1347,0,0,0,N,141,2003,Operable,Y,141
1348,0,0,0,C,141,2003,Operable,Y,141
1349,0,0,0,C,2003,2003,Operable,Y,141
1351,0,0,0,C,thn_2003,2003,Operable,Y,141
1350,0,0,0,C,thn_141,2003,Operable,Y,141
1352,0,0,0,N,174,2003,Operable,Y,174
1353,0,0,0,C,174,2003,Operable,Y,174
1354,0,0,0,C,2003,2003,Operable,Y,174
1356,0,0,0,C,thn_2003,2003,Operable,Y,174
1355,0,0,0,C,thn_174,2003,Operable,Y,174
1357,0,0,0,N,464,2023,Low Operability,N,464
1358,0,0,0,C,464,2023,Low Operability,N,464
1359,0,0,0,C,2023,2023,Low Operability,N,464
1360,0,0,0,N,472,472,Reserve,N,472
1361,0,0,0,N,720,2013,Operable,Y,720
1362,0,0,0,C,720,2013,Operable,Y,720
1363,0,0,0,C,2013,2013,Operable,Y,720
1365,0,0,0,C,thn_2013,2013,Operable,Y,720
1364,0,0,0,C,thn_720,2013,Operable,Y,720
1366,0,0,0,N,773,2013,Operable,Y,773
1367,0,0,0,C,773,2013,Operable,Y,773
1368,0,0,0,C,2013,2013,Operable,Y,773
1370,0,0,0,C,thn_2013,2013,Operable,Y,773
1369,0,0,0,C,thn_773,2013,Operable,Y,773
1371,0,0,0,N,2111,873,Reserve,N,2111
1372,0,0,0,N,887,2013,Operable,Y,887
1373,0,0,0,C,887,2013,Operable,Y,887
1374,0,0,0,C,2013,2013,Operable,Y,887
1376,0,0,0,C,thn_2013,2013,Operable,Y,887
1375,0,0,0,C,thn_887,2013,Operable,Y,887
1377,0,0,0,N,2101,934,Reserve,N,2101
1378,0,0,0,N,116,2003,Operable,Y,116
1379,0,0,0,C,116,2003,Operable,Y,116
1380,0,0,0,C,2003,2003,Operable,Y,116
1382,0,0,0,C,thn_2003,2003,Operable,Y,116
1381,0,0,0,C,thn_116,2003,Operable,Y,116
1383,0,0,0,N,364,2003,Operable,Y,364
1384,0,0,0,C,364,2003,Operable,Y,364
1385,0,0,0,C,2003,2003,Operable,Y,364
1387,0,0,0,C,thn_2003,2003,Operable,Y,364
1386,0,0,0,C,thn_364,2003,Operable,Y,364
1388,0,0,0,N,471,471,Reserve,N,471
1389,0,0,0,N,583,2003,Operable,Y,583
1390,0,0,0,C,583,2003,Operable,Y,583
1391,0,0,0,C,2003,2003,Operable,Y,583
1393,0,0,0,C,thn_2003,2003,Operable,Y,583
1392,0,0,0,C,thn_583,2003,Operable,Y,583
1394,0,0,0,N,730,2023,Operable,Y,730
1395,0,0,0,C,730,2023,Operable,Y,730
1396,0,0,0,C,2023,2023,Operable,Y,730
1398,0,0,0,C,thn_2023,2023,Operable,Y,730
1397,0,0,0,C,thn_730,2023,Operable,Y,730
1399,0,0,0,N,787,2003,Operable,Y,787
1400,0,0,0,C,787,2003,Operable,Y,787
1401,0,0,0,C,2003,2003,Operable,Y,787
1403,0,0,0,C,thn_2003,2003,Operable,Y,787
1402,0,0,0,C,thn_787,2003,Operable,Y,787
1404,0,0,0,N,946,2003,Operable,Y,946
1405,0,0,0,C,946,2003,Operable,Y,946
1406,0,0,0,C,2003,2003,Operable,Y,946
1408,0,0,0,C,thn_2003,2003,Operable,Y,946
1407,0,0,0,C,thn_946,2003,Operable,Y,946
1409,0,0,0,N,956,2003,Operable,Y,956
1410,0,0,0,C,956,2003,Operable,Y,956
1411,0,0,0,C,2003,2003,Operable,Y,956
1413,0,0,0,C,thn_2003,2003,Operable,Y,956
1412,0,0,0,C,thn_956,2003,Operable,Y,956
1414,0,0,0,N,959,2003,Operable,Y,959
1415,0,0,0,C,959,2003,Operable,Y,959
1416,0,0,0,C,2003,2003,Operable,Y,959
1418,0,0,0,C,thn_2003,2003,Operable,Y,959
1417,0,0,0,C,thn_959,2003,Operable,Y,959
1419,0,0,0,N,972,2003,Operable,Y,972
1420,0,0,0,C,972,2003,Operable,Y,972
1421,0,0,0,C,2003,2003,Operable,Y,972
1423,0,0,0,C,thn_2003,2003,Operable,Y,972
1422,0,0,0,C,thn_972,2003,Operable,Y,972
1424,0,0,0,N,133,2003,Operable,Y,133
1425,0,0,0,C,133,2003,Operable,Y,133
1426,0,0,0,C,2003,2003,Operable,Y,133
1428,0,0,0,C,thn_2003,2003,Operable,Y,133
1427,0,0,0,C,thn_133,2003,Operable,Y,133
1429,0,0,0,N,351,2013,Operable,Y,351
1430,0,0,0,C,351,2013,Operable,Y,351
1431,0,0,0,C,2013,2013,Operable,Y,351
1433,0,0,0,C,thn_2013,2013,Operable,Y,351
1432,0,0,0,C,thn_351,2013,Operable,Y,351
1434,0,0,0,N,366,2003,Operable,Y,366
1435,0,0,0,C,366,2003,Operable,Y,366
1436,0,0,0,C,2003,2003,Operable,Y,366
1438,0,0,0,C,thn_2003,2003,Operable,Y,366
1437,0,0,0,C,thn_366,2003,Operable,Y,366
1439,0,0,0,N,448,2003,Operable,Y,448
1440,0,0,0,C,448,2003,Operable,Y,448
1441,0,0,0,C,2003,2003,Operable,Y,448
1443,0,0,0,C,thn_2003,2003,Operable,Y,448
1442,0,0,0,C,thn_448,2003,Operable,Y,448
1444,0,0,0,N,448,2023,Operable,Y,448
1445,0,0,0,C,448,2023,Operable,Y,448
1446,0,0,0,C,2023,2023,Operable,Y,448
1448,0,0,0,C,thn_2023,2023,Operable,Y,448
1447,0,0,0,C,thn_448,2023,Operable,Y,448
1449,0,0,0,N,596,2013,Operable,Y,596
1450,0,0,0,C,596,2013,Operable,Y,596
1451,0,0,0,C,2013,2013,Operable,Y,596
1453,0,0,0,C,thn_2013,2013,Operable,Y,596
1452,0,0,0,C,thn_596,2013,Operable,Y,596
1454,0,0,0,N,676,676,Reserve,N,676
1455,0,0,0,N,797,2023,Operable,Y,797
1456,0,0,0,C,797,2023,Operable,Y,797
1457,0,0,0,C,2023,2023,Operable,Y,797
1459,0,0,0,C,thn_2023,2023,Operable,Y,797
1458,0,0,0,C,thn_797,2023,Operable,Y,797
1460,0,0,0,N,811,2003,Operable,Y,811
1461,0,0,0,C,811,2003,Operable,Y,811
1462,0,0,0,C,2003,2003,Operable,Y,811
1464,0,0,0,C,thn_2003,2003,Operable,Y,811
1463,0,0,0,C,thn_811,2003,Operable,Y,811
1465,0,0,0,N,943,2003,Operable,Y,943
1466,0,0,0,C,943,2003,Operable,Y,943
1467,0,0,0,C,2003,2003,Operable,Y,943
1469,0,0,0,C,thn_2003,2003,Operable,Y,943
1468,0,0,0,C,thn_943,2003,Operable,Y,943
1470,0,0,0,N,970,2003,Operable,Y,970
1471,0,0,0,C,970,2003,Operable,Y,970
1472,0,0,0,C,2003,2003,Operable,Y,970
1474,0,0,0,C,thn_2003,2003,Operable,Y,970
1473,0,0,0,C,thn_970,2003,Operable,Y,970
1475,0,0,0,N,100,2023,Operable,Y,100
1476,0,0,0,C,100,2023,Operable,Y,100
1477,0,0,0,C,2023,2023,Operable,Y,100
1479,0,0,0,C,thn_2023,2023,Operable,Y,100
1478,0,0,0,C,thn_100,2023,Operable,Y,100
1480,0,0,0,N,178,2003,Operable,Y,178
1481,0,0,0,C,178,2003,Operable,Y,178
1482,0,0,0,C,2003,2003,Operable,Y,178
1484,0,0,0,C,thn_2003,2003,Operable,Y,178
1483,0,0,0,C,thn_178,2003,Operable,Y,178
1485,0,0,0,N,311,2013,Operable,Y,311
1486,0,0,0,C,311,2013,Operable,Y,311
1487,0,0,0,C,2013,2013,Operable,Y,311
1489,0,0,0,C,thn_2013,2013,Operable,Y,311
1488,0,0,0,C,thn_311,2013,Operable,Y,311
1490,0,0,0,N,437,2003,Low Operability,N,437
1491,0,0,0,C,437,2003,Low Operability,N,437
1492,0,0,0,C,2003,2003,Low Operability,N,437
1493,0,0,0,N,623,2003,Low Operability,N,623
1494,0,0,0,C,623,2003,Low Operability,N,623
1495,0,0,0,C,2003,2003,Low Operability,N,623
1496,0,0,0,N,748,2013,Operable,Y,748
1497,0,0,0,C,748,2013,Operable,Y,748
1498,0,0,0,C,2013,2013,Operable,Y,748
1500,0,0,0,C,thn_2013,2013,Operable,Y,748
1499,0,0,0,C,thn_748,2013,Operable,Y,748
1501,0,0,0,N,186,2023,Operable,Y,186
1502,0,0,0,C,186,2023,Operable,Y,186
1503,0,0,0,C,2023,2023,Operable,Y,186
1505,0,0,0,C,thn_2023,2023,Operable,Y,186
1504,0,0,0,C,thn_186,2023,Operable,Y,186
1506,0,0,0,N,300,2003,Operable,Y,300
1507,0,0,0,C,300,2003,Operable,Y,300
1508,0,0,0,C,2003,2003,Operable,Y,300
1510,0,0,0,C,thn_2003,2003,Operable,Y,300
1509,0,0,0,C,thn_300,2003,Operable,Y,300
1511,0,0,0,N,867,867,Reserve,N,867
1512,0,0,0,N,921,2003,Operable,Y,921
1513,0,0,0,C,921,2003,Operable,Y,921
1514,0,0,0,C,2003,2003,Operable,Y,921
1516,0,0,0,C,thn_2003,2003,Operable,Y,921
1515,0,0,0,C,thn_921,2003,Operable,Y,921
1517,0,0,0,N,247,2003,Operable,Y,247
1518,0,0,0,C,247,2003,Operable,Y,247
1519,0,0,0,C,2003,2003,Operable,Y,247
1521,0,0,0,C,thn_2003,2003,Operable,Y,247
1520,0,0,0,C,thn_247,2003,Operable,Y,247
1522,0,0,0,N,1024,2013,Operable,Y,1024
1523,0,0,0,C,1024,2013,Operable,Y,1024
1524,0,0,0,C,2013,2013,Operable,Y,1024
1526,0,0,0,C,thn_2013,2013,Operable,Y,1024
1525,0,0,0,C,thn_1024,2013,Operable,Y,1024
1527,0,0,0,N,161,2003,Operable,Y,161
1528,0,0,0,C,161,2003,Operable,Y,161
1529,0,0,0,C,2003,2003,Operable,Y,161
1531,0,0,0,C,thn_2003,2003,Operable,Y,161
1530,0,0,0,C,thn_161,2003,Operable,Y,161
1532,0,0,0,N,898,898,Reserve,N,898
1533,0,0,0,N,246,2003,Operable,Y,246
1534,0,0,0,C,246,2003,Operable,Y,246
1535,0,0,0,C,2003,2003,Operable,Y,246
1537,0,0,0,C,thn_2003,2003,Operable,Y,246
1536,0,0,0,C,thn_246,2003,Operable,Y,246
1538,0,0,0,N,782,2013,Operable,Y,782
1539,0,0,0,C,782,2013,Operable,Y,782
1540,0,0,0,C,2013,2013,Operable,Y,782
1542,0,0,0,C,thn_2013,2013,Operable,Y,782
1541,0,0,0,C,thn_782,2013,Operable,Y,782
1543,0,0,0,N,897,2003,Operable,Y,897
1544,0,0,0,C,897,2003,Operable,Y,897
1545,0,0,0,C,2003,2003,Operable,Y,897
1547,0,0,0,C,thn_2003,2003,Operable,Y,897
1546,0,0,0,C,thn_897,2003,Operable,Y,897
1548,0,0,0,N,101,2023,Operable,Y,101
1549,0,0,0,C,101,2023,Operable,Y,101
1550,0,0,0,C,2023,2023,Operable,Y,101
1552,0,0,0,C,thn_2023,2023,Operable,Y,101
1551,0,0,0,C,thn_101,2023,Operable,Y,101
1553,0,0,0,N,219,2013,Operable,Y,219
1554,0,0,0,C,219,2013,Operable,Y,219
1555,0,0,0,C,2013,2013,Operable,Y,219
1557,0,0,0,C,thn_2013,2013,Operable,Y,219
1556,0,0,0,C,thn_219,2013,Operable,Y,219
1558,0,0,0,N,882,2013,Operable,Y,882
1559,0,0,0,C,882,2013,Operable,Y,882
1560,0,0,0,C,2013,2013,Operable,Y,882
1562,0,0,0,C,thn_2013,2013,Operable,Y,882
1561,0,0,0,C,thn_882,2013,Operable,Y,882
1563,0,0,0,N,952,2003,Operable,Y,952
1564,0,0,0,C,952,2003,Operable,Y,952
1565,0,0,0,C,2003,2003,Operable,Y,952
1567,0,0,0,C,thn_2003,2003,Operable,Y,952
1566,0,0,0,C,thn_952,2003,Operable,Y,952
1568,0,0,0,N,962,2003,Operable,Y,962
1569,0,0,0,C,962,2003,Operable,Y,962
1570,0,0,0,C,2003,2003,Operable,Y,962
1572,0,0,0,C,thn_2003,2003,Operable,Y,962
1571,0,0,0,C,thn_962,2003,Operable,Y,962
1573,0,0,0,N,965,2003,Operable,Y,965
1574,0,0,0,C,965,2003,Operable,Y,965
1575,0,0,0,C,2003,2003,Operable,Y,965
1577,0,0,0,C,thn_2003,2003,Operable,Y,965
1576,0,0,0,C,thn_965,2003,Operable,Y,965
1578,0,0,0,N,207,207,Reserve,N,207
1579,0,0,0,N,535,2003,Operable,Y,535
1580,0,0,0,C,535,2003,Operable,Y,535
1581,0,0,0,C,2003,2003,Operable,Y,535
1583,0,0,0,C,thn_2003,2003,Operable,Y,535
1582,0,0,0,C,thn_535,2003,Operable,Y,535
1584,0,0,0,N,791,2003,Operable,Y,791
1585,0,0,0,C,791,2003,Operable,Y,791
1586,0,0,0,C,2003,2003,Operable,Y,791
1588,0,0,0,C,thn_2003,2003,Operable,Y,791
1587,0,0,0,C,thn_791,2003,Operable,Y,791
1589,0,0,0,N,880,2013,Operable,Y,880
1590,0,0,0,C,880,2013,Operable,Y,880
1591,0,0,0,C,2013,2013,Operable,Y,880
1593,0,0,0,C,thn_2013,2013,Operable,Y,880
1592,0,0,0,C,thn_880,2013,Operable,Y,880
1594,0,0,0,N,1031,2003,Operable,Y,1031
1595,0,0,0,C,1031,2003,Operable,Y,1031
1596,0,0,0,C,2003,2003,Operable,Y,1031
1598,0,0,0,C,thn_2003,2003,Operable,Y,1031
1597,0,0,0,C,thn_1031,2003,Operable,Y,1031
1599,0,0,0,N,2204,2004,Operable,N,2204
1600,0,0,0,C,2204,2004,Operable,N,2204
1601,0,0,0,C,2004,2004,Operable,N,2204
1602,0,0,0,N,2111,427,Reserve,N,2111
1603,0,0,0,N,877,2003,Operable,Y,877
1604,0,0,0,C,877,2003,Operable,Y,877
1605,0,0,0,C,2003,2003,Operable,Y,877
1607,0,0,0,C,thn_2003,2003,Operable,Y,877
1606,0,0,0,C,thn_877,2003,Operable,Y,877
1608,0,0,0,N,899,899,Reserve,N,899
1609,0,0,0,N,227,227,Reserve,N,227
1610,0,0,0,N,44,2023,Operable,Y,44
1611,0,0,0,C,44,2023,Operable,Y,44
1612,0,0,0,C,2023,2023,Operable,Y,44
1614,0,0,0,C,thn_2023,2023,Operable,Y,44
1613,0,0,0,C,thn_44,2023,Operable,Y,44
1615,0,0,0,N,162,162,Reserve,N,162
1616,0,0,0,N,241,2003,Operable,Y,241
1617,0,0,0,C,241,2003,Operable,Y,241
