TRACK,STRATA
1060,1.0 x 0+treatment()+status(N)+au(442)+auf(2013)+oper(Operable)+ct(Y)+aux(442):R
1061,1.0 x 0+treatment()+status(C)+au(442)+auf(2013)+oper(Operable)+ct(Y)+aux(442)
1062,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(442)
1064,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(442)
1063,1.0 x 0+treatment()+status(C)+au(thn_442)+auf(2013)+oper(Operable)+ct(Y)+aux(442)
1065,1.0 x 0+treatment()+status(N)+au(540)+auf(2003)+oper(Operable)+ct(Y)+aux(540):R
1066,1.0 x 0+treatment()+status(C)+au(540)+auf(2003)+oper(Operable)+ct(Y)+aux(540)
1067,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(540)
1069,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(540)
1068,1.0 x 0+treatment()+status(C)+au(thn_540)+auf(2003)+oper(Operable)+ct(Y)+aux(540)
1070,1.0 x 0+treatment()+status(N)+au(563)+auf(2013)+oper(Low Operability)+ct(N)+aux(563):R
1071,1.0 x 0+treatment()+status(C)+au(563)+auf(2013)+oper(Low Operability)+ct(N)+aux(563)
1072,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Low Operability)+ct(N)+aux(563)
1073,1.0 x 0+treatment()+status(N)+au(888)+auf(2013)+oper(Operable)+ct(Y)+aux(888):R
1074,1.0 x 0+treatment()+status(C)+au(888)+auf(2013)+oper(Operable)+ct(Y)+aux(888)
1075,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(888)
1077,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(888)
1076,1.0 x 0+treatment()+status(C)+au(thn_888)+auf(2013)+oper(Operable)+ct(Y)+aux(888)
1078,1.0 x 0+treatment()+status(N)+au(949)+auf(2003)+oper(Operable)+ct(Y)+aux(949):R
1079,1.0 x 0+treatment()+status(C)+au(949)+auf(2003)+oper(Operable)+ct(Y)+aux(949)
1080,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(949)
1082,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(949)
1081,1.0 x 0+treatment()+status(C)+au(thn_949)+auf(2003)+oper(Operable)+ct(Y)+aux(949)
1083,1.0 x 0+treatment()+status(N)+au(144)+auf(2013)+oper(Operable)+ct(Y)+aux(144):R
1084,1.0 x 0+treatment()+status(C)+au(144)+auf(2013)+oper(Operable)+ct(Y)+aux(144)
1085,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(144)
1087,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(144)
1086,1.0 x 0+treatment()+status(C)+au(thn_144)+auf(2013)+oper(Operable)+ct(Y)+aux(144)
1088,1.0 x 0+treatment()+status(N)+au(175)+auf(2023)+oper(Low Operability)+ct(N)+aux(175):R
1089,1.0 x 0+treatment()+status(C)+au(175)+auf(2023)+oper(Low Operability)+ct(N)+aux(175)
1090,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Low Operability)+ct(N)+aux(175)
1091,1.0 x 0+treatment()+status(N)+au(2111)+auf(524)+oper(Reserve)+ct(N)+aux(2111)
1092,1.0 x 0+treatment()+status(N)+au(546)+auf(2013)+oper(Operable)+ct(Y)+aux(546):R
1093,1.0 x 0+treatment()+status(C)+au(546)+auf(2013)+oper(Operable)+ct(Y)+aux(546)
1094,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(546)
1096,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(546)
1095,1.0 x 0+treatment()+status(C)+au(thn_546)+auf(2013)+oper(Operable)+ct(Y)+aux(546)
1097,1.0 x 0+treatment()+status(N)+au(619)+auf(619)+oper(Reserve)+ct(N)+aux(619)
1098,1.0 x 0+treatment()+status(N)+au(633)+auf(2013)+oper(Operable)+ct(Y)+aux(633):R
1099,1.0 x 0+treatment()+status(C)+au(633)+auf(2013)+oper(Operable)+ct(Y)+aux(633)
1100,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(633)
1102,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(633)
1101,1.0 x 0+treatment()+status(C)+au(thn_633)+auf(2013)+oper(Operable)+ct(Y)+aux(633)
1103,1.0 x 0+treatment()+status(N)+au(709)+auf(2013)+oper(Operable)+ct(Y)+aux(709):R
1104,1.0 x 0+treatment()+status(C)+au(709)+auf(2013)+oper(Operable)+ct(Y)+aux(709)
1105,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(709)
1107,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(709)
1106,1.0 x 0+treatment()+status(C)+au(thn_709)+auf(2013)+oper(Operable)+ct(Y)+aux(709)
1108,1.0 x 0+treatment()+status(N)+au(776)+auf(2013)+oper(Operable)+ct(Y)+aux(776):R
1109,1.0 x 0+treatment()+status(C)+au(776)+auf(2013)+oper(Operable)+ct(Y)+aux(776)
1110,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(776)
1112,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(776)
1111,1.0 x 0+treatment()+status(C)+au(thn_776)+auf(2013)+oper(Operable)+ct(Y)+aux(776)
1113,1.0 x 0+treatment()+status(N)+au(2101)+auf(900)+oper(Reserve)+ct(N)+aux(2101)
1114,1.0 x 0+treatment()+status(N)+au(2101)+auf(1005)+oper(Reserve)+ct(N)+aux(2101)
1115,1.0 x 0+treatment()+status(N)+au(1021)+auf(2013)+oper(Low Operability)+ct(N)+aux(1021):R
1116,1.0 x 0+treatment()+status(C)+au(1021)+auf(2013)+oper(Low Operability)+ct(N)+aux(1021)
1117,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Low Operability)+ct(N)+aux(1021)
1118,1.0 x 0+treatment()+status(N)+au(1030)+auf(2003)+oper(Operable)+ct(Y)+aux(1030):R
1119,1.0 x 0+treatment()+status(C)+au(1030)+auf(2003)+oper(Operable)+ct(Y)+aux(1030)
1120,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(1030)
1122,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(1030)
1121,1.0 x 0+treatment()+status(C)+au(thn_1030)+auf(2003)+oper(Operable)+ct(Y)+aux(1030)
1123,1.0 x 0+treatment()+status(N)+au(1030)+auf(1030)+oper(Reserve)+ct(N)+aux(1030)
1124,1.0 x 0+treatment()+status(N)+au(142)+auf(2003)+oper(Operable)+ct(Y)+aux(142):R
1125,1.0 x 0+treatment()+status(C)+au(142)+auf(2003)+oper(Operable)+ct(Y)+aux(142)
1126,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(142)
1128,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(142)
1127,1.0 x 0+treatment()+status(C)+au(thn_142)+auf(2003)+oper(Operable)+ct(Y)+aux(142)
1129,1.0 x 0+treatment()+status(N)+au(237)+auf(2003)+oper(Operable)+ct(Y)+aux(237):R
1130,1.0 x 0+treatment()+status(C)+au(237)+auf(2003)+oper(Operable)+ct(Y)+aux(237)
1131,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(237)
1133,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(237)
1132,1.0 x 0+treatment()+status(C)+au(thn_237)+auf(2003)+oper(Operable)+ct(Y)+aux(237)
1134,1.0 x 0+treatment()+status(N)+au(573)+auf(2023)+oper(Low Operability)+ct(N)+aux(573):R
1135,1.0 x 0+treatment()+status(C)+au(573)+auf(2023)+oper(Low Operability)+ct(N)+aux(573)
1136,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Low Operability)+ct(N)+aux(573)
1137,1.0 x 0+treatment()+status(N)+au(704)+auf(2013)+oper(Operable)+ct(Y)+aux(704):R
1138,1.0 x 0+treatment()+status(C)+au(704)+auf(2013)+oper(Operable)+ct(Y)+aux(704)
1139,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(704)
1141,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(704)
1140,1.0 x 0+treatment()+status(C)+au(thn_704)+auf(2013)+oper(Operable)+ct(Y)+aux(704)
1142,1.0 x 0+treatment()+status(N)+au(780)+auf(2013)+oper(Operable)+ct(Y)+aux(780):R
1143,1.0 x 0+treatment()+status(C)+au(780)+auf(2013)+oper(Operable)+ct(Y)+aux(780)
1144,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(780)
1146,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(780)
1145,1.0 x 0+treatment()+status(C)+au(thn_780)+auf(2013)+oper(Operable)+ct(Y)+aux(780)
1147,1.0 x 0+treatment()+status(N)+au(211)+auf(2023)+oper(Operable)+ct(Y)+aux(211):R
1148,1.0 x 0+treatment()+status(C)+au(211)+auf(2023)+oper(Operable)+ct(Y)+aux(211)
1149,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Operable)+ct(Y)+aux(211)
1151,1.0 x 0+treatment()+status(C)+au(thn_2023)+auf(2023)+oper(Operable)+ct(Y)+aux(211)
1150,1.0 x 0+treatment()+status(C)+au(thn_211)+auf(2023)+oper(Operable)+ct(Y)+aux(211)
1152,1.0 x 0+treatment()+status(N)+au(561)+auf(2013)+oper(Low Operability)+ct(N)+aux(561):R
1153,1.0 x 0+treatment()+status(C)+au(561)+auf(2013)+oper(Low Operability)+ct(N)+aux(561)
1154,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Low Operability)+ct(N)+aux(561)
1155,1.0 x 0+treatment()+status(N)+au(874)+auf(2013)+oper(Operable)+ct(Y)+aux(874):R
1156,1.0 x 0+treatment()+status(C)+au(874)+auf(2013)+oper(Operable)+ct(Y)+aux(874)
1157,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(874)
1159,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(874)
1158,1.0 x 0+treatment()+status(C)+au(thn_874)+auf(2013)+oper(Operable)+ct(Y)+aux(874)
1160,1.0 x 0+treatment()+status(N)+au(528)+auf(2013)+oper(Operable)+ct(Y)+aux(528):R
1161,1.0 x 0+treatment()+status(C)+au(528)+auf(2013)+oper(Operable)+ct(Y)+aux(528)
1162,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(528)
1164,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(528)
1163,1.0 x 0+treatment()+status(C)+au(thn_528)+auf(2013)+oper(Operable)+ct(Y)+aux(528)
1165,1.0 x 0+treatment()+status(N)+au(99)+auf(2013)+oper(Operable)+ct(Y)+aux(99):R
1166,1.0 x 0+treatment()+status(C)+au(99)+auf(2013)+oper(Operable)+ct(Y)+aux(99)
1167,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(99)
1169,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(99)
1168,1.0 x 0+treatment()+status(C)+au(thn_99)+auf(2013)+oper(Operable)+ct(Y)+aux(99)
1170,1.0 x 0+treatment()+status(N)+au(223)+auf(2013)+oper(Operable)+ct(Y)+aux(223):R
1171,1.0 x 0+treatment()+status(C)+au(223)+auf(2013)+oper(Operable)+ct(Y)+aux(223)
1172,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(223)
1174,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(223)
1173,1.0 x 0+treatment()+status(C)+au(thn_223)+auf(2013)+oper(Operable)+ct(Y)+aux(223)
1175,1.0 x 0+treatment()+status(N)+au(279)+auf(2003)+oper(Operable)+ct(Y)+aux(279):R
1176,1.0 x 0+treatment()+status(C)+au(279)+auf(2003)+oper(Operable)+ct(Y)+aux(279)
1177,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(279)
1179,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(279)
1178,1.0 x 0+treatment()+status(C)+au(thn_279)+auf(2003)+oper(Operable)+ct(Y)+aux(279)
1180,1.0 x 0+treatment()+status(N)+au(324)+auf(2013)+oper(Operable)+ct(Y)+aux(324):R
1181,1.0 x 0+treatment()+status(C)+au(324)+auf(2013)+oper(Operable)+ct(Y)+aux(324)
1182,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(324)
1184,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(324)
1183,1.0 x 0+treatment()+status(C)+au(thn_324)+auf(2013)+oper(Operable)+ct(Y)+aux(324)
1185,1.0 x 0+treatment()+status(N)+au(778)+auf(2013)+oper(Operable)+ct(Y)+aux(778):R
1186,1.0 x 0+treatment()+status(C)+au(778)+auf(2013)+oper(Operable)+ct(Y)+aux(778)
1187,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(778)
1189,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(778)
1188,1.0 x 0+treatment()+status(C)+au(thn_778)+auf(2013)+oper(Operable)+ct(Y)+aux(778)
1190,1.0 x 0+treatment()+status(N)+au(861)+auf(2013)+oper(Operable)+ct(Y)+aux(861):R
1191,1.0 x 0+treatment()+status(C)+au(861)+auf(2013)+oper(Operable)+ct(Y)+aux(861)
1192,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(861)
1194,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(861)
1193,1.0 x 0+treatment()+status(C)+au(thn_861)+auf(2013)+oper(Operable)+ct(Y)+aux(861)
1195,1.0 x 0+treatment()+status(N)+au(789)+auf(2003)+oper(Operable)+ct(Y)+aux(789):R
1196,1.0 x 0+treatment()+status(C)+au(789)+auf(2003)+oper(Operable)+ct(Y)+aux(789)
1197,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(789)
1199,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(789)
1198,1.0 x 0+treatment()+status(C)+au(thn_789)+auf(2003)+oper(Operable)+ct(Y)+aux(789)
1200,1.0 x 0+treatment()+status(N)+au(242)+auf(2013)+oper(Operable)+ct(Y)+aux(242):R
1201,1.0 x 0+treatment()+status(C)+au(242)+auf(2013)+oper(Operable)+ct(Y)+aux(242)
1202,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(242)
1204,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(242)
1203,1.0 x 0+treatment()+status(C)+au(thn_242)+auf(2013)+oper(Operable)+ct(Y)+aux(242)
1205,1.0 x 0+treatment()+status(N)+au(322)+auf(2003)+oper(Operable)+ct(Y)+aux(322):R
1206,1.0 x 0+treatment()+status(C)+au(322)+auf(2003)+oper(Operable)+ct(Y)+aux(322)
1207,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(322)
1209,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(322)
1208,1.0 x 0+treatment()+status(C)+au(thn_322)+auf(2003)+oper(Operable)+ct(Y)+aux(322)
1210,1.0 x 0+treatment()+status(N)+au(715)+auf(2013)+oper(Operable)+ct(Y)+aux(715):R
1211,1.0 x 0+treatment()+status(C)+au(715)+auf(2013)+oper(Operable)+ct(Y)+aux(715)
1212,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(715)
1214,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(715)
1213,1.0 x 0+treatment()+status(C)+au(thn_715)+auf(2013)+oper(Operable)+ct(Y)+aux(715)
1215,1.0 x 0+treatment()+status(N)+au(779)+auf(2013)+oper(Operable)+ct(Y)+aux(779):R
1216,1.0 x 0+treatment()+status(C)+au(779)+auf(2013)+oper(Operable)+ct(Y)+aux(779)
1217,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(779)
1219,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(779)
1218,1.0 x 0+treatment()+status(C)+au(thn_779)+auf(2013)+oper(Operable)+ct(Y)+aux(779)
1220,1.0 x 0+treatment()+status(N)+au(812)+auf(2003)+oper(Operable)+ct(Y)+aux(812):R
1221,1.0 x 0+treatment()+status(C)+au(812)+auf(2003)+oper(Operable)+ct(Y)+aux(812)
1222,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(812)
1224,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(812)
1223,1.0 x 0+treatment()+status(C)+au(thn_812)+auf(2003)+oper(Operable)+ct(Y)+aux(812)
1225,1.0 x 0+treatment()+status(N)+au(895)+auf(895)+oper(Reserve)+ct(N)+aux(895)
1226,1.0 x 0+treatment()+status(N)+au(951)+auf(2003)+oper(Operable)+ct(Y)+aux(951):R
1227,1.0 x 0+treatment()+status(C)+au(951)+auf(2003)+oper(Operable)+ct(Y)+aux(951)
1228,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(951)
1230,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(951)
1229,1.0 x 0+treatment()+status(C)+au(thn_951)+auf(2003)+oper(Operable)+ct(Y)+aux(951)
1231,1.0 x 0+treatment()+status(N)+au(306)+auf(2003)+oper(Operable)+ct(Y)+aux(306):R
1232,1.0 x 0+treatment()+status(C)+au(306)+auf(2003)+oper(Operable)+ct(Y)+aux(306)
1233,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(306)
1235,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(306)
1234,1.0 x 0+treatment()+status(C)+au(thn_306)+auf(2003)+oper(Operable)+ct(Y)+aux(306)
1236,1.0 x 0+treatment()+status(N)+au(401)+auf(2003)+oper(Low Operability)+ct(N)+aux(401):R
1237,1.0 x 0+treatment()+status(C)+au(401)+auf(2003)+oper(Low Operability)+ct(N)+aux(401)
1238,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Low Operability)+ct(N)+aux(401)
1239,1.0 x 0+treatment()+status(N)+au(463)+auf(2023)+oper(Low Operability)+ct(N)+aux(463):R
1240,1.0 x 0+treatment()+status(C)+au(463)+auf(2023)+oper(Low Operability)+ct(N)+aux(463)
1241,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Low Operability)+ct(N)+aux(463)
1242,1.0 x 0+treatment()+status(N)+au(571)+auf(2023)+oper(Operable)+ct(Y)+aux(571):R
1243,1.0 x 0+treatment()+status(C)+au(571)+auf(2023)+oper(Operable)+ct(Y)+aux(571)
1244,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Operable)+ct(Y)+aux(571)
1246,1.0 x 0+treatment()+status(C)+au(thn_2023)+auf(2023)+oper(Operable)+ct(Y)+aux(571)
1245,1.0 x 0+treatment()+status(C)+au(thn_571)+auf(2023)+oper(Operable)+ct(Y)+aux(571)
1247,1.0 x 0+treatment()+status(N)+au(600)+auf(2023)+oper(Operable)+ct(Y)+aux(600):R
1248,1.0 x 0+treatment()+status(C)+au(600)+auf(2023)+oper(Operable)+ct(Y)+aux(600)
1249,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Operable)+ct(Y)+aux(600)
1251,1.0 x 0+treatment()+status(C)+au(thn_2023)+auf(2023)+oper(Operable)+ct(Y)+aux(600)
1250,1.0 x 0+treatment()+status(C)+au(thn_600)+auf(2023)+oper(Operable)+ct(Y)+aux(600)
1252,1.0 x 0+treatment()+status(N)+au(772)+auf(772)+oper(Reserve)+ct(N)+aux(772)
1253,1.0 x 0+treatment()+status(N)+au(879)+auf(879)+oper(Reserve)+ct(N)+aux(879)
1254,1.0 x 0+treatment()+status(N)+au(953)+auf(2003)+oper(Operable)+ct(Y)+aux(953):R
1255,1.0 x 0+treatment()+status(C)+au(953)+auf(2003)+oper(Operable)+ct(Y)+aux(953)
1256,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(953)
1258,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(953)
1257,1.0 x 0+treatment()+status(C)+au(thn_953)+auf(2003)+oper(Operable)+ct(Y)+aux(953)
1259,1.0 x 0+treatment()+status(N)+au(235)+auf(2003)+oper(Operable)+ct(Y)+aux(235):R
1260,1.0 x 0+treatment()+status(C)+au(235)+auf(2003)+oper(Operable)+ct(Y)+aux(235)
1261,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(235)
1263,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(235)
1262,1.0 x 0+treatment()+status(C)+au(thn_235)+auf(2003)+oper(Operable)+ct(Y)+aux(235)
1264,1.0 x 0+treatment()+status(N)+au(374)+auf(2003)+oper(Operable)+ct(Y)+aux(374):R
1265,1.0 x 0+treatment()+status(C)+au(374)+auf(2003)+oper(Operable)+ct(Y)+aux(374)
1266,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(374)
1268,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(374)
1267,1.0 x 0+treatment()+status(C)+au(thn_374)+auf(2003)+oper(Operable)+ct(Y)+aux(374)
1269,1.0 x 0+treatment()+status(N)+au(784)+auf(2023)+oper(Operable)+ct(Y)+aux(784):R
1270,1.0 x 0+treatment()+status(C)+au(784)+auf(2023)+oper(Operable)+ct(Y)+aux(784)
1271,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Operable)+ct(Y)+aux(784)
1273,1.0 x 0+treatment()+status(C)+au(thn_2023)+auf(2023)+oper(Operable)+ct(Y)+aux(784)
1272,1.0 x 0+treatment()+status(C)+au(thn_784)+auf(2023)+oper(Operable)+ct(Y)+aux(784)
1274,1.0 x 0+treatment()+status(N)+au(818)+auf(2003)+oper(Operable)+ct(Y)+aux(818):R
1275,1.0 x 0+treatment()+status(C)+au(818)+auf(2003)+oper(Operable)+ct(Y)+aux(818)
1276,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(818)
1278,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(818)
1277,1.0 x 0+treatment()+status(C)+au(thn_818)+auf(2003)+oper(Operable)+ct(Y)+aux(818)
1279,1.0 x 0+treatment()+status(N)+au(881)+auf(2013)+oper(Operable)+ct(Y)+aux(881):R
1280,1.0 x 0+treatment()+status(C)+au(881)+auf(2013)+oper(Operable)+ct(Y)+aux(881)
1281,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(881)
1283,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(881)
1282,1.0 x 0+treatment()+status(C)+au(thn_881)+auf(2013)+oper(Operable)+ct(Y)+aux(881)
1284,1.0 x 0+treatment()+status(N)+au(950)+auf(2003)+oper(Operable)+ct(Y)+aux(950):R
1285,1.0 x 0+treatment()+status(C)+au(950)+auf(2003)+oper(Operable)+ct(Y)+aux(950)
1286,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(950)
1288,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(950)
1287,1.0 x 0+treatment()+status(C)+au(thn_950)+auf(2003)+oper(Operable)+ct(Y)+aux(950)
1289,1.0 x 0+treatment()+status(N)+au(958)+auf(2003)+oper(Operable)+ct(Y)+aux(958):R
1290,1.0 x 0+treatment()+status(C)+au(958)+auf(2003)+oper(Operable)+ct(Y)+aux(958)
1291,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(958)
1293,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(958)
1292,1.0 x 0+treatment()+status(C)+au(thn_958)+auf(2003)+oper(Operable)+ct(Y)+aux(958)
1294,1.0 x 0+treatment()+status(N)+au(969)+auf(2003)+oper(Operable)+ct(Y)+aux(969):R
1295,1.0 x 0+treatment()+status(C)+au(969)+auf(2003)+oper(Operable)+ct(Y)+aux(969)
1296,1.0 x 0+treatment()+status(C)+au(2003)+auf(2003)+oper(Operable)+ct(Y)+aux(969)
1298,1.0 x 0+treatment()+status(C)+au(thn_2003)+auf(2003)+oper(Operable)+ct(Y)+aux(969)
1297,1.0 x 0+treatment()+status(C)+au(thn_969)+auf(2003)+oper(Operable)+ct(Y)+aux(969)
1299,1.0 x 0+treatment()+status(N)+au(76)+auf(2023)+oper(Operable)+ct(Y)+aux(76):R
1300,1.0 x 0+treatment()+status(C)+au(76)+auf(2023)+oper(Operable)+ct(Y)+aux(76)
1301,1.0 x 0+treatment()+status(C)+au(2023)+auf(2023)+oper(Operable)+ct(Y)+aux(76)
1303,1.0 x 0+treatment()+status(C)+au(thn_2023)+auf(2023)+oper(Operable)+ct(Y)+aux(76)
1302,1.0 x 0+treatment()+status(C)+au(thn_76)+auf(2023)+oper(Operable)+ct(Y)+aux(76)
1304,1.0 x 0+treatment()+status(N)+au(125)+auf(2013)+oper(Operable)+ct(Y)+aux(125):R
1305,1.0 x 0+treatment()+status(C)+au(125)+auf(2013)+oper(Operable)+ct(Y)+aux(125)
1306,1.0 x 0+treatment()+status(C)+au(2013)+auf(2013)+oper(Operable)+ct(Y)+aux(125)
1308,1.0 x 0+treatment()+status(C)+au(thn_2013)+auf(2013)+oper(Operable)+ct(Y)+aux(125)
1307,1.0 x 0+treatment()+status(C)+au(thn_125)+auf(2013)+oper(Operable)+ct(Y)+aux(125)
1309,1.0 x 0+treatment()+status(N)+au(491)+auf(2003)+oper(Low Operability)+ct(N)+aux(491):R
